92726458@N00,-123.15374999999999, 49.31999999999999
14155856@N03,12.372901554404134, 55.7160621761658
63025816@N02,116.38, 39.87666666666667
38078285@N00,135.68433962264152, 34.93867924528301
28867236@N03,126.96244019138757, 37.65832535885168
84579258@N06,-79.45714285714287, 43.650000000000006
7969319@N03,-122.39122562674092, 37.673398328690794
139483264@N07,116.0055450500556, 39.136484983314794
22761941@N00,24.92496710526314, 60.20407894736842
7519840@N03,114.16304347826085, 22.339565217391296
23063793@N04,0.23562091503266466, 47.97588235294117
55643084@N02,-1.5300000000000011, 47.25
59818683@N00,100.89867469879516, 12.881927710843364
101463758@N08,102.12455497382197, 19.90507853403141
77864664@N02,116.45597014925374, 39.92910447761194
28574462@N07,-97.10364705882353, 49.921411764705866
130162632@N02,7.613870967741937, 49.91881720430107
27383311@N02,2.4285000000000045, 48.8265
77302867@N08,113.98037593984958, 22.599924812030068
78857374@N04,115.11000000000001, -8.730000000000004
93357988@N00,-1.3964226289517523, 50.72630615640599
23073280@N08,-93.11123076923077, 44.52507692307691
80331499@N00,116.39289182058049, 39.93164643799472
9871577@N07,114.16507908611598, 22.248980667838303
31384508@N02,114.145206391478, 22.248135818908114
60179301@N00,-0.21728913879846604, 51.52701094998519
20951416@N04,2.3787026239067104, 48.87000000000001
72162041@N00,-95.4252323838081, 28.93668665667166
67946162@N00,-6.201627906976751, 53.04767441860466
37932769@N03,121.25823529411761, 24.75705882352941
63196588@N07,116.44333333333334, 39.916666666666664
12099056@N07,150.7464, -33.6024
58464516@N02,6.603103448275857, 46.515517241379314
11750646@N02,-79.03351145038168, 43.86664122137404
34432086@N06,98.37, 8.189999999999998
46808291@N06,114.17926829268292, 22.260731707317067
56115295@N08,6.207883691529689, 46.16999999999999
7858990@N03,6.554117647058818, 53.184705882352944
44720200@N02,14.464285714285698, 50.129999999999995
66055842@N00,116.33431034482759, 39.88551724137931
30736428@N00,-119.68483146067416, 34.48820224719101
24042252@N05,-80.85547445255474, 35.29248175182481
75816597@N07,121.57349999999997, 29.773499999999995
94903878@N00,121.40295373665477, 31.235124555160134
71655509@N00,-2.7572727272727446, 54.20454545454544
58018559@N00,0.07689655172413311, 51.443103448275856
46465959@N05,130.3715533980582, 33.28374757281553
8524717@N04,139.6631506849315, 35.60999999999999
38515248@N00,-0.11598930481283846, 51.54304812834224
7840605@N06,9.532499999999992, 48.68249999999999
25798931@N00,-1.3589804772234295, 51.75195227765727
39918760@N08,88.01999999999998, 22.147499999999994
65629315@N00,116.42850000000001, 39.986999999999995
134819556@N06,102.30979591836733, 20.115918367346936
12609627@N00,116.19, 40.04999999999999
64786771@N05,4.907014925373124, 52.36253731343284
95976713@N00,114.19480924855489, 22.272450867052015
55392914@N03,120.21721518987339, 30.308354430379744
64971559@N03,35.325, 30.05999999999999
97145895@N00,29.78999999999999, -19.53
62825134@N00,121.49819999999997, 25.019
86930775@N04,115.82999999999998, -31.950000000000003
41708769@N05,-0.09000000000000341, 51.561219512195116
65129513@N00,174.72452238805968, -36.826253731343286
